arm,rho,seed,shift,abs_ce_bias_bits_disclosed,measurement,value_bits,quantity,distribution,fit_distribution,not_an_entropy,licensed,license_ref,definition,n_fit,n_eval,k_folds,se_bits,n_unseen_labels
naive,0.9,0,decorrelate,0.3707726255084636,CEhat_ID,0.239258874399915,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,0,decorrelate,,CE_Q_frozen,1.2664796300781096,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,0,decorrelate,0.3707726255084636,CEhat_Q_refit,0.7240178259143029,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018511723930478157,
naive,0.9,0,decorrelate,,delta_info,0.48475895151438786,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,0,decorrelate,,delta_transfer,0.5424618041638067,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,0,anticorrelate,0.3707726255084636,CEhat_ID,0.239258874399915,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,0,anticorrelate,,CE_Q_frozen,1.245842180316025,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,0,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.7083258774196385,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013651522703373116,
naive,0.9,0,anticorrelate,,delta_info,0.4690670030197235,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,0,anticorrelate,,delta_transfer,0.5375163028963864,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,1,decorrelate,0.3707726255084636,CEhat_ID,0.24730458476602932,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,1,decorrelate,,CE_Q_frozen,1.3765144863375396,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,1,decorrelate,0.3707726255084636,CEhat_Q_refit,0.7170694833123163,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013716097892215635,
naive,0.9,1,decorrelate,,delta_info,0.469764898546287,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,1,decorrelate,,delta_transfer,0.6594450030252232,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,1,anticorrelate,0.3707726255084636,CEhat_ID,0.24730458476602932,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,1,anticorrelate,,CE_Q_frozen,1.4161730008574627,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,1,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.7339573972789166,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01481474299894646,
naive,0.9,1,anticorrelate,,delta_info,0.4866528125128873,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,1,anticorrelate,,delta_transfer,0.682215603578546,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,2,decorrelate,0.3707726255084636,CEhat_ID,0.2126542478394739,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,2,decorrelate,,CE_Q_frozen,1.255173070679448,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,2,decorrelate,0.3707726255084636,CEhat_Q_refit,0.7390139411355927,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.02538613134908992,
naive,0.9,2,decorrelate,,delta_info,0.5263596932961188,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,2,decorrelate,,delta_transfer,0.5161591295438552,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,2,anticorrelate,0.3707726255084636,CEhat_ID,0.2126542478394739,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,2,anticorrelate,,CE_Q_frozen,1.2716004956585854,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,2,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.736875401578704,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.016465015743710103,
naive,0.9,2,anticorrelate,,delta_info,0.5242211537392301,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,2,anticorrelate,,delta_transfer,0.5347250940798813,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,3,decorrelate,0.3707726255084636,CEhat_ID,0.2424781712462049,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,3,decorrelate,,CE_Q_frozen,1.2596201382094805,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,3,decorrelate,0.3707726255084636,CEhat_Q_refit,0.738276146828374,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.015842089761407028,
naive,0.9,3,decorrelate,,delta_info,0.49579797558216904,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,3,decorrelate,,delta_transfer,0.5213439913811065,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,3,anticorrelate,0.3707726255084636,CEhat_ID,0.2424781712462049,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,3,anticorrelate,,CE_Q_frozen,1.2527387130940695,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,3,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.7017548793134994,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.019299132444966463,
naive,0.9,3,anticorrelate,,delta_info,0.45927670806729454,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,3,anticorrelate,,delta_transfer,0.55098383378057,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,4,decorrelate,0.3707726255084636,CEhat_ID,0.20449446081585723,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,4,decorrelate,,CE_Q_frozen,1.2043085912265994,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,4,decorrelate,0.3707726255084636,CEhat_Q_refit,0.758970076302312,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.017684215781833327,
naive,0.9,4,decorrelate,,delta_info,0.5544756154864547,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,4,decorrelate,,delta_transfer,0.44533851492428744,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,4,anticorrelate,0.3707726255084636,CEhat_ID,0.20449446081585723,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,4,anticorrelate,,CE_Q_frozen,1.1966053231654687,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,4,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.7328802397490219,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01059469351956731,
naive,0.9,4,anticorrelate,,delta_info,0.5283857789331647,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,4,anticorrelate,,delta_transfer,0.4637250834164468,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,5,decorrelate,0.3707726255084636,CEhat_ID,0.23737531272436746,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,5,decorrelate,,CE_Q_frozen,1.3024103103681797,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,5,decorrelate,0.3707726255084636,CEhat_Q_refit,0.7329869865513018,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.02128006330037998,
naive,0.9,5,decorrelate,,delta_info,0.49561167382693433,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,5,decorrelate,,delta_transfer,0.5694233238168779,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,5,anticorrelate,0.3707726255084636,CEhat_ID,0.23737531272436746,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,5,anticorrelate,,CE_Q_frozen,1.3162680127139792,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,5,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.7187112787234031,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.022119317480299418,
naive,0.9,5,anticorrelate,,delta_info,0.48133596599903566,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,5,anticorrelate,,delta_transfer,0.5975567339905761,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,6,decorrelate,0.3707726255084636,CEhat_ID,0.2161813062967006,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,6,decorrelate,,CE_Q_frozen,1.3267010359687217,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,6,decorrelate,0.3707726255084636,CEhat_Q_refit,0.7436554743931352,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.010749854805425754,
naive,0.9,6,decorrelate,,delta_info,0.5274741680964345,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,6,decorrelate,,delta_transfer,0.5830455615755865,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.9,6,anticorrelate,0.3707726255084636,CEhat_ID,0.2161813062967006,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.9,6,anticorrelate,,CE_Q_frozen,1.3262727567886914,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.9,6,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.7489847455176475,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.021909258715784575,
naive,0.9,6,anticorrelate,,delta_info,0.5328034392209469,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.9,6,anticorrelate,,delta_transfer,0.5772880112710439,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
